"STATION","NAME","DATE","TMAX","TMIN"
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-06-30",93,79
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-01",78,67
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-02",88,66
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-03",85,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-04",85,65
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-05",80,66
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-06",82,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-07",82,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-08",86,65
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-09",86,66
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-10",78,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-11",90,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-12",78,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-13",84,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-14",74,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-15",72,67
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-16",74,66
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-17",87,66
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-18",82,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-19",89,73
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-20",80,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-21",87,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-22",85,74
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-23",89,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-24",90,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-25",84,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-26",87,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-27",87,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-28",90,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-29",89,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-30",84,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07-31",85,76
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-01",91,73
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-02",78,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-03",82,61
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-04",80,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-05",70,61
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-06",72,61
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-07",83,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-08",75,67
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-09",77,67
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-10",84,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-11",86,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-12",90,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-13",91,73
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-14",88,75
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-15",94,74
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-16",92,75
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-17",93,75
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-18",87,74
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-19",89,71
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-20",93,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-21",93,73
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-22",88,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-23",71,66
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-24",72,67
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-25",91,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-26",92,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-27",92,74
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-28",94,75
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-29",90,74
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-30",85,73
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08-31",82,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-01",84,74
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-02",84,74
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-03",87,75
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-04",88,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-05",90,67
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-06",88,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-07",85,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-08",88,71
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-09",93,74
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-10",83,73
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-11",77,60
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-12",77,56
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-13",78,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-14",73,56
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-15",79,55
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-16",63,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-17",65,46
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-18",65,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-19",71,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-20",75,53
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-21",82,58
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-22",89,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-23",90,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-24",89,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-25",79,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-26",77,61
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-27",81,63
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-28",83,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-29",83,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09-30",82,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-01",75,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-02",73,60
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-03",72,57
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-04",86,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-05",82,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-06",88,65
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-07",75,65
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-08",78,66
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-09",84,67
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-10",74,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-11",72,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-12",64,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-13",60,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-14",50,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-15",60,49
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-16",63,44
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-17",72,51
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-18",64,42
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-19",54,37
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-20",69,44
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-21",56,42
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-22",54,43
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-23",70,54
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-24",68,61
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-25",66,55
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-26",61,50
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-27",55,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-28",50,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-29",55,36
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-30",57,41
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10-31",59,49
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-01",61,50
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-02",52,38
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-03",49,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-04",61,46
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-05",72,61
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-06",73,46
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-07",46,36
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-08",42,37
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-09",52,34
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-10",54,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-11",57,43
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-12",59,47
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-13",55,41
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-14",67,50
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-15",50,41
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-16",50,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-17",51,26
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-18",33,21
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-19",44,28
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-20",43,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-21",50,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-22",53,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-23",53,40
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-24",61,51
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-25",59,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-26",44,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-27",60,41
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-28",62,37
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-29",37,27
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11-30",38,26
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-01",45,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-02",50,36
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-03",55,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-04",53,41
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-05",51,43
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-06",47,43
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-07",51,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-08",41,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-09",47,30
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-10",49,37
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-11",45,36
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-12",55,45
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-13",57,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-14",42,31
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-15",45,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-16",56,41
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-17",53,43
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-18",43,37
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-19",41,27
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-20",33,25
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-21",33,23
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-22",28,17
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-23",23,9
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-24",31,18
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-25",39,30
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-26",45,34
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-27",40,36
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-28",43,36
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-29",37,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-30",43,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12-31",38,29
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-01",43,27
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-02",46,28
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-03",54,38
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-04",39,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-05",37,30
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-06",38,27
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-07",38,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-08",48,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-09",35,22
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-10",30,25
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-11",28,19
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-12",34,17
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-13",34,29
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-14",38,25
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-15",40,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-16",36,30
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-17",41,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-18",36,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-19",40,29
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-20",36,27
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-21",32,26
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-22",33,26
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-23",36,28
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-24",38,23
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-25",38,25
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-26",46,31
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-27",49,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-28",38,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-29",48,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-30",41,30
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01-31",36,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-01",36,31
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-02",35,21
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-03",43,18
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-04",52,29
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-05",50,36
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-06",56,38
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-07",43,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-08",40,25
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-09",57,36
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-10",53,41
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-11",65,42
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-12",42,30
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-13",30,23
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-14",33,21
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-15",37,21
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-16",42,28
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-17",47,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-18",52,34
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-19",43,30
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-20",39,31
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-21",34,30
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-22",38,29
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-23",40,25
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-24",40,26
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-25",35,28
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-26",46,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-27",39,31
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-28",41,29
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02-29",36,25
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-01",32,21
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-02",36,19
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-03",27,18
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-04",29,19
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-05",33,21
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-06",36,20
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-07",31,17
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-08",30,19
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-09",34,17
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-10",30,17
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-11",32,14
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-12",37,18
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-13",39,20
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-14",38,25
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-15",42,24
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-16",39,28
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-17",37,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-18",47,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-19",42,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-20",45,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-21",39,29
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-22",36,27
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-23",39,25
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-24",50,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-25",35,21
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-26",36,20
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-27",55,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-28",70,47
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-29",55,41
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-30",60,41
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03-31",63,51
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-01",65,46
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-02",46,40
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-03",48,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-04",71,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-05",56,41
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-06",45,36
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-07",50,37
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-08",55,42
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-09",47,36
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-10",49,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-11",49,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-12",67,43
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-13",62,49
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-14",76,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-15",83,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-16",62,44
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-17",63,42
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-18",65,43
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-19",61,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-20",65,45
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-21",75,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-22",80,56
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-23",65,46
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-24",70,45
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-25",87,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-26",70,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-27",65,50
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-28",67,49
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-29",71,49
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04-30",63,49
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-01",52,45
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-02",65,42
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-03",72,51
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-04",72,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-05",75,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-06",78,54
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-07",75,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-08",62,55
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-09",66,49
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-10",64,44
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-11",66,55
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-12",71,53
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-13",69,57
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-14",65,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-15",73,50
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-16",81,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-17",80,61
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-18",67,58
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-19",82,58
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-20",73,63
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-21",76,60
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-22",60,54
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-23",61,53
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-24",74,57
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-25",74,55
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-26",80,57
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-27",79,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-28",72,57
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-29",69,54
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-30",70,57
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05-31",78,60
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-01",79,63
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-02",84,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-03",78,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-04",77,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-05",84,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-06",83,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-07",76,58
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-08",78,56
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-09",75,60
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-10",76,58
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-11",84,55
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-12",72,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-13",79,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-14",69,61
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-15",71,60
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-16",84,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-17",85,65
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-18",81,61
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-19",81,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-20",78,63
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-21",82,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-22",76,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-23",82,67
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-24",82,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-25",82,66
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-26",88,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-27",87,67
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-28",86,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-29",78,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06-30",89,71
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-07-01",76,63
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-07-02",76,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-07-03",78,66
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-07-04",79,61
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-07-05",79,63
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-07-06",78,60
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-07-07",79,63
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-07-08",82,63
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-07-09",89,66
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-07-10",82,71
