"HOVER HERE FOR NOTE:
V160001",V161069 - PRE:  What is it that R likes about Democratic Pres cand
302865,I agree with a number of her stances I believe she is more experience and well versed in foreign policy. //She seems sane.//and I feel that to follow up what  I said before as secretary of state she has had political experience//I think it would the country to have a women as president.//
302866,
302867,
302871,
302872,
302873,
302874,
302876,She's extremely qualified/She was an excellent Secretary of State//She was a good senator from New York//She's got a proven track record for working on important issues like health care//I believe she will get important legislation done//She is very intelligent//She responded very well under pressure when she testified//She is actually very conservative and if Republicans decide they want to actually govern they can work with her//Think it would be good to have a woman president for the first time
302877,
302878,
302880,I'm glad she's a woman and has a good strong background in politics although it might not always be ethical and she is a master manipulator. \\
400002,Better than TRUMP
400004,
400006,she is about equal right for all....
400007,experience
400009,
400015,Her resume
400016,"Her history in foreign policy, her stance on equal rights."
400017,
400018,Her experiences in the realaty of the global environment
400021,
400028,"The fact that she's a woman, and has major experience"
400033,
400035,
400039,
400041,
400044,
400045,She has experience
400050,"Highly qualified, hard worker, good heart."
400052,
400053,
400054,
400055,She has political background
400056,Experience in federal government and foreign affairs
400059,
400062,
400075,shes strong well informed
400076,
400080,
400086,
400089,
400090,
400093,Qualified for the position
400095,Her experience in foreign policy matters
400096,
400098,
400099,experience
400102,
400103,she's for the working families
400108,
400109,
400112,She knows the problems and has potential solutions
400113,
400119,
400120,
400121,She is not trump
400124,Democrat
400126,She has a plan to better America.
400130,
400131,Women
400132,she is for Democrats
400133,Experience
400134,
400135,
400136,political experience
400143,
400144,Experience
400147,"Experience, understanding of domestic and foreign  policy, e"
400154,She has devoted her life to the well being of this country.
400158,She's not Donald Trump.
400165,she wants to bring more jobs to people.
400172,govenrment experience
400174,stance on most issues
400175,
400176,She is a woman
400177,"She is for all people, and not just the rich"
400181,
400183,
400185,
400187,child care and student
400188,
400189,
400191,politican
400194,She's a democrat
400195,
400198,
400200,
400204,
400208,
400213,
400214,
400223,
400224,moderate politics
400230,"she is more knowledgeable, sophisticated,"
400232,
400234,
400236,
400237,
400241,
400243,She's the most qualified canidate
400244,
400245,
400247,my wife supports her
400248,That She's a Woman
400251,
400255,
400259,
400262,experienced
400266,
400268,
400269,
400271,Her work with children's issues.
400274,
400275,
400277,experience
400278,
400279,
400281,
400282,
400283,
400285,she's not Donald Trump
400289,none
400290,
400296,
400302,
400304,She has experience and would be the first female president.
400305,
400306,
400308,religion of the Republican party
400312,
400315,
400317,
400318,Experience in government
400320,Can't vote for Donald Trump
400321,Experience
400324,very aware of nations
400330,Free collegeTuition
400334,
400339,
400342,
400344,
400346,
400347,
400349,"long history of politics, intelligent, educated"
400350,emails health
400351,don't want Donald Trump to win
400352,political experience and her platform
400355,She's not racist like Donald Trump
400357,
400360,Democratic Views
400362,"Overall career experience, especially in child welfare."
400367,
400371,Experience
400374,
400375,Foreign policy experience
400376,Everything
400377,
400379,
400380,"Will-power, experience and education"
400382,She is not Donald Trump and it is possible for her to win.
400385,SHE IS A FIGHTER AND WILLCONTINUE TO FIGHT FOR OUR JUSTICES.
400387,
400388,She is qualified for the job in many ways.
400394,
400397,"Liar, corrupt, her policies are not American"
400399,
400400,
400401,qualified to do the job/not a novice.
400402,"Seasoned politician, might be able to stop grid lock in DC"
400404,
400406,
400408,
400411,
400416,
400417,
400418,
400424,better then Trump
400426,
400428,Qualified for President
400439,
400440,
400441,
400442,la expariencia de aver travajado en la casa blanca
400444,her ability to unite
400449,
400451,she would be better at foreign affairs than trump
400458,her history; her intelligence and industry
400459,Experience
400460,
400464,
400465,Her demeanor
400466,likelihood of presidency and knowledge of presidency
400471,Experience
400473,
400481,experience; domestic and int'l knowledge
400487,
400490,I feel that she already has 8 years experence thanks to her
400494,
400496,
400497,
400498,
400499,
400500,"her public service; she is a woman, she is kind, a mother"
400501,Not sure about Trump
400503,
400504,HER EXPERIENCE
400505,morals
400509,Better candidate than Trump.  Also like the status quo.
400514,She has Experience and brains!
400517,
400523,
400528,lesser of the 2 evils
400530,Experience
400531,
400532,
400533,
400534,
400535,
400536,
400542,
400543,Not Donald Trump
400544,
400546,prior service
400549,She would be our first Female President
400551,more stable
400553,
400557,
400560,
400561,
400563,
400564,experience
400565,
400566,Experience
400567,
400572,experience
400573,Knowledge of foreign affairs& gov't
400576,FEMALE
400578,She speaks more down to earth and not against everyone
400583,
400587,
400588,she is a criminal
400591,She is not donald trump.
400592,
400594,
400596,Expreance
400598,
400600,
400603,she appears untrustworthy
400604,Her vast experience and relationships in government
400605,
400607,Bill Clinton
400609,More realistic views of government decision-making
400614,
400618,
400627,Her experience
400628,
400629,
400630,
400636,She is strong on women issues
400637,
400648,
400649,
400651,experience
400653,Only one running against Donald Trump
400654,Just look at what she has done in the last 40+ years!!
400657,"Strong, experienced, very intelligent."
400658,Experience and track record
400660,she is the best candidate
400663,
400667,
400668,
400669,She is a smart person.
400671,
400677,Experience
400678,
400679,"Here record, values, political philosophy and global outlook"
400680,beat trump
400683,Better canidate
400685,
400686,Maintaining international peace and stability
400689,rather vote clinton than trumph
400691,I believe she represents everybody including minority
400693,She is a Democrat
400696,
400697,
400699,HEALTH CARE PLAN
400703,
400704,
400705,
400706,
400707,
400708,I agree with most of what she has planned to do.
400712,
400717,
400719,"Gov experience, political connections, pro choice, feminist"
400727,
400728,She is intelligent and prepared.
400732,
400733,
400735,
400737,
400738,
400739,She have experience
400740,Woman's rights
400742,Years of Service (Experience)
400745,
400750,
400753,
400755,"understanding foreign affairs, views of children/families"
400756,Will not cause a separation between people that are differen
400757,democratic party
400758,
400759,
400764,She is not honest
400765,
400766,
400768,She's qualified.
400772,foreign affairs experience
400773,She is a strong and smart independent woman.
400775,Level-headed and rational but also clearly compassionate
400777,
400780,
400783,
400788,
400789,Her experience in domestic and foreign issues.
400796,
400798,She isn't Donald Trump - safer bet with her
400802,experience would make a better leader
400806,
400809,She sees all people as equals
400815,Not trump
400820,
400823,belief
400829,
400831,
400833,First woman president.
400834,
400836,POLITICAL EXPERIENCE
400841,
400846,
400857,
400858,
400860,
400862,She makes the most sense when it comes to elections
400863,
400866,able to do the job
400870,
400871,
400879,I think she is a solid canidate for president
400880,I like that she supports Mental Health Services.
400881,Her government experience
400886,
400887,
400892,
400894,I feel she is compassionate and caring.
400896,
400898,
400899,
400905,
400912,Unify the people
400913,Things were good during Bill's administration.
400914,
400917,Being female; history of service in gov't.
400922,better than trump
400923,"Politically experienced, speaks with forethought"
400925,Women and children's rights
400926,
400927,
400929,experience
400931,
400934,
400935,She is for Weomens Rights
400937,
400938,"In White House 8yrs, knowledge on how to run USA"
400941,
400945,
400947,She has more political experience.
400948,She is a Democrate.
400950,
400952,
400954,Sensible
400958,
400959,
400960,Policy on mo nucs
400963,
400965,
400967,"woman, will keep some of obama policies"
400968,
400969,Experience
400971,
400977,Experience
400979,women's rights
400981,
400984,
400988,
400989,
400991,
400994,a woman and a Democrat
400997,
400999,
401001,
401003,
401005,
401007,
401009,
401010,
401011,The lesser of two evils.
401013,
401019,
401020,Women's right
401021,exsperience
401022,
401028,
401029,She is way more qualified
401030,She is knowledgable and has experience
401034,
401035,Experience
401037,
401039,
401041,foreign policy experience
401042,
401043,
401048,
401049,She supports the LGBT community. She is liberal.
401051,She is a better candidate
401054,
401055,Support of college tuition aid
401058,
401059,experienced/level headed/knowledgeable
401062,
401068,
401070,
401071,Great political mind. Passionate about public service.
401072,
401073,
401074,
401076,
401080,Her genuine concern for the plight of women
401082,
401083,
401086,
401089,
401090,NA
401094,
401095,Dedication to women's rights
401100,
401102,STRONG PERSON
401103,"Wise people around her, experience in politics."
401104,Her experience
401110,
401111,"she is reasonable, rational, poised, eloquent, patient..."
401112,Experience
401116,
401117,
401122,
401127,She has worked for poor and children
401128,
401130,
401132,She is not Donald Trump
401134,
401135,"Experience, tenacity, courage"
401136,Not wanting Trump as President.
401142,
401143,
401144,
401145,"Respect, experience..."
401150,
401151,
401152,Experience
401153,On track with issues I agree with
401155,
401159,She is not Donald Trump
401161,
401163,
401164,
401167,She's an open book publicly
401169,
401174,Political Experiences
401178,
401180,
401183,
401184,
401185,
401188,
401191,democrata
401195,
401196,"Helping the working class, and lowering college expenses"
401200,
401201,
401207,
401210,30 years of experience
401211,calmness
401214,
401215,
401219,"Competent, experienced Democrat with good policy proposals"
401220,
401226,
401227,
401230,
401233,
401235,
401236,
401238,
401239,
401243,
401244,Free college tuition
401245,
401247,
401248,Safer bet than trump. She is better trained.
401252,
401257,I feel she is a better fit for our country
401258,Better than Trump
401260,
401261,experience
401263,I feel she is the most qualified for the job.
401267,untrustworthy
401270,
401271,That she is not Donald Trump.
401274,College
401275,
401278,Smart
401280,
401281,Agree with many policies
401282,she is a pro better suited for the job
401283,She's not trump
401289,There is hope
401293,She is the most competent candidate for the position
401295,
401303,
401304,She wants to focus on the middle class.
401306,
401309,
401311,
401314,
401318,
401320,
401326,
401330,She has the best chance of beating Trump
401331,
401335,"Her competence, her caring, her commitment to everyone."
401343,
401346,Political experience
401348,Everything that is not Trump
401349,
401350,
401351,
401352,
401353,Long careerin
401354,Her experience. She's not trump
401356,
401359,
401361,
401367,Experience
401369,
401372,
401373,
401377,"strong grasp of policy, experienced, sincere"
401379,She's not Donald Trump
401380,
401381,
401382,She's not Donald Trump.
401387,"Experience, knowledge of domestic & foreign policy"
401389,
401390,
401391,
401392,I like her
401393,
401397,
401398,
401400,
401402,
401410,Experience
401412,
401414,
401416,"Knowledge about how gov't & world affairs work, diversity aw"
401417,Experience ias Sec''t'y of State
401422,"She understands the political climate, unlike others."
401423,MORE KNOWLEDGEABLE ABOUT POLITICS
401426,"She's not Donald Trump, and the only democrat"
401427,
401428,
401430,
401431,
401435,
401436,
401437,
401438,
401439,
401441,
401442,She's a woman whose views generally align with my own.
401444,
401447,
401448,
401450,
401457,
401461,
401463,
401464,
401468,
401469,
401472,
401475,SEEMS TO BE MORE FOR THE PEOPLE
401476,
401477,democratic
401478,"Be truthful about Benghazi, show email records"
401482,
401485,Experience
401486,she will continue the policies of Barak Obama
401492,
401496,I agree with her stance on most issues
401501,Her experience in government.
401504,she trying to help americans
401505,I LOVE ALL HER VIEWS
401511,not truthfull
401512,
401513,
401515,
401516,QUIFICATIONS
401520,
401522,She is more experienced than Trump in politics.
401525,
401527,Her qualifications
401528,She is not Trump.
401531,
401537,
401539,She is not Donald Trump
401542,
401543,hard working and intelligent
401548,
401552,
401554,
401555,
401557,
401559,
401563,Experienced
401570,She is levelheaded and extremely politically qualified.
401571,
401573,
401574,She could bring the us together again
401576,
401579,raising minimum wage
401580,
401581,"Her relation to Bill, and the counsel she could receive."
401582,
401583,womens issues
401584,
401585,Next to Bernie she's the best we've got.
401586,
401587,Experience
401588,
401590,
401592,Women's rights.
401593,Experience
401597,She is not Donald trump
401598,
401601,Experience
401602,
401603,
401605,
401607,Dishonesty
401609,
401610,Knowledgeable
401611,"She has has experience, her stance on abortion"
401613,
401618,
401622,"Her views on healthcare reform, education, foreign policy."
401624,Commitment to Women's rights and fair wages
401625,
401630,"Her views on education, and that she against war."
401632,
401636,her strength
401637,
401639,
401642,Most qualified
401643,we need a woman running our country
401646,
401649,
401654,experience
401662,political experience and knowledge
401664,Experience in government
401665,
401669,Her experience and understanding of world issues
401672,
401675,family values
401678,
401685,
401686,
401687,
401694,She has been in goverment for years
401696,
401698,Experience in politics
401699,Su democracia asia los hispanos
401700,
401703,experience
401705,EXPERIENCE
401706,
401709,expirence
401715,
401716,
401723,Experience
401728,
401732,"Experience, intelligence, strength,"
401733,
401736,"experience, judgegement,  network of experts leaders"
401739,
401746,
401747,
401748,
401749,
401752,
401756,
401757,She seems more rational than her opponent
401758,She is female
401759,Dedicated to humanitarian issues
401761,
401762,experience
401771,"SCOTUS choices, views on environment and immigration"
401773,"her concern for helping children, more fair overall"
401774,
401780,Her experience and knowledge.
401782,She has years of experience in politics
401791,
401792,Rational thinker with reasonable goals
401793,
401795,
401797,LYER AND UNCONVICTED FELON
401798,
401802,
401804,intelligent and experienced in political matters
401807,
401808,
401811,"more of the same, somewhat predictable"
401812,"Experienced, smart, practical, and not being Donald Trump"
401815,
401821,
401824,BILL CLINTON
401828,
401829,
401830,
401832,experience
401833,Better than Trump
401835,
401836,POLITICAL EXPERIENCE
401839,She knows about politics
401841,for the people
401849,She's not Trump
401850,experience
401852,
401854,
401856,"seems likely to maintain status quo, and things are ok now"
401858,Experience
401859,Experience.
401860,maternity leave
401861,"She has been in politics more than half her life, she knows."
401862,"Sincerity, cares about something besides herself"
401867,
401872,She is experienced and more capable than the other candidate
401874,"hard-working, honest, seasoned"
401875,
401876,Experiences
401883,
401887,experience
401889,
401891,
401895,Social liberal
401902,
401903,
401906,
401909,
401910,
401911,
401914,
401915,Experienced politician
401916,
401917,
401918,
401919,
401920,
401922,"cares about women and families, has a political background"
401923,
401924,For the people
401926,She is highly qualified
401928,Good politician
401931,
401938,
401940,
401941,
401943,
401945,
401949,
401950,experience and level headedness
401958,"smart, experienced, better than other candidate"
401959,
401968,her years of experience and her passion to assist others
401971,
401972,
401973,Known entity. She will support science.
401976,
401978,Affordable Education
401982,Experience
401985,Her values and morals
401989,
401991,
401993,She's for women's rights. and her tax policy is very fair
401997,
401998,Woman candidate
402001,She has the best qualification then any o them.
402002,
402003,
402012,
402013,
402016,
402017,
402018,everything; totally qualified
402019,Democratic
402030,"Female, most experienced"
402033,
402036,HER EXPERIENCE AND CARES FOR COMMON PEOPLE
402038,
402039,
402040,The issues she agrees with
402041,
402042,
402046,
402048,the future of the country
402049,
402050,
402052,
402058,Shes strong minded
402059,
402060,Willing to stand up againt a man
402063,
402066,
402067,
402068,experience and proven service to nation
402069,
402074,Qualified
402078,Better take on different policies
402094,
402098,
402099,
402101,
402104,
402105,EXPIRIANCE
402109,
402116,She is a criminal
402118,experience in government
402120,
402124,
402134,
402136,
402137,she seems to care about the people and she is female
402140,
402143,"Secretary of State experience, policy on domestic social iss"
402144,
402146,experienced
402147,Most qualified presidential candidate ever
402149,Experience
402150,
402154,
402155,
402158,
402162,
402163,
402164,
402168,wealth of experience and knowledge
402170,Ability to work with others
402171,
402172,personal
402173,"Experience in foreign affairs, personality"
402174,
402175,
402179,
402187,If Trump is beating her
402188,
402190,woman with experience
402191,
402193,temperment
402195,Donald Trump....or I meen (Don Drumpf)..≡ƒÅ¢≡ƒÄ¡≡ƒÄ¬ΓÅ│Γî¢≡ƒ
402200,
402202,
402204,advocate for women and children
402206,que no es racista
402209,Qualified and diplomatic
402210,
402212,
402213,
402215,I saw her talk at a funeral [REDACTED TIME]
402219,
402221,
402224,
402229,
402233,
402234,
402237,
402240,"LGBTQ rights, tax & criminal justice reform, foreign policy"
402241,I respect her experience and work on women's issues
402244,Weak opposition
402248,
402253,
402254,
402257,
402258,"intelligence, experience, fairness, good negotiator"
402259,Her qualifications
402262,Experience
402265,
402267,"was a good NY senator, competent"
402270,
402271,UNITY
402282,connection with reality
402284,
402286,
402289,Strong Leadership Skills;
402290,
402296,
402298,Her intelligence and values
402301,
402303,
402305,
402308,
402309,
402310,
402312,
402313,most qualified
402315,"Smart, experienced,dedicated"
402316,most qualified candidate
402318,More experience in government affairs
402320,
402321,her experience with politics
402325,Equal pay for women
402327,experience/professionalism
402329,
402330,Because she would be the first woman
402331,She has some of the same beliefs as President Obama.
402334,
402338,
402340,She has political experience and does alot for women.
402342,
402343,
402345,
402350,
402358,
402359,
402360,
402365,
402366,She strong on major pionts
402367,
402368,"she intelligent , she qualified,she champion amazin causes"
402370,
402373,
402374,
402379,Experience politician
402380,
402384,
402387,
402389,
402391,competent
402392,she has personaly visited our area several times
402397,UNDERSTANDING OF THE PEOPLE
402398,
402404,
402406,
402411,
402413,
402416,
402420,Seem to be more aware of the situation and concerns American
402428,"shares my views on health, gender, gun control issues"
402429,experienced
402430,
402432,
402434,Political Experience
402435,
402437,
402439,helping our community
402445,
402448,She is much more experienced
402451,
402455,
402456,She seems to have a plan as president
402457,
402472,
402474,Just to have a vote against Trump
402480,She is the only qualified major (Dem or Rep) candidate.
402481,strength
402486,
402488,She isn't Donald Trump
402491,
402493,
402496,
402497,Stance on climate change.
402508,
402509,
402510,
402512,
402513,She has experience in national politics
402514,
402515,Her expierience in the complex shady international political
402517,
402521,She's a woman
402522,
402525,She is not Donald Trump
402526,She has the experience and is a woman
402529,She is a woman who has survived
402530,
402531,Support from Obama
402538,She is qualified for the job
402539,
402542,She is not Donald Trump.
402544,"HEALTHCARE, WOMEN'S ISSUES, EXPERIENCE"
402547,Experience
402549,
402550,
402552,
402553,Experience.  Ability not to be a jackass in public.
402560,
402561,
402562,
402565,
402566,She is not Trump
402568,
402570,
402573,
402574,
402576,
402577,"Experience, predictability, world leader"
402582,the fact that shes not Trump
402583,
402587,
402588,
402590,
402594,She is not crazy.
402597,
402598,Womens Rights and Immigration laws
402602,Political and High office experience
402603,
402605,
402612,
402614,qualifications
402615,She want to help all people want better schools for children
402617,
402620,
402623,
402625,She's not Trump
402626,
402628,experience with foregin affairs
402629,Executive experience
402630,
402631,She has experience
402635,
402636,
402637,
402638,Experience
402642,
402647,She will continue most of the policies that BO has tried to
402649,Extensive domestic and foreign policy experience&knowledge
402651,climate change
402655,
402657,
402659,"experience, wisdom, understanding of important issues, cpaci"
402664,experienced and governs better than she campanes
402670,quailified
402672,Leadership/ Knowledge
402673,Knows what she's talking about
402675,A more liberal stance when it comes to people
402679,
402680,
402681,"She works for all people, not just the rich."
402682,
402684,
402688,
402690,She is not Donald Trump. I don't like Hillary but she is the
402691,
402692,
402693,
402694,Experience
402696,
402698,Trump is ignorant
402699,
402700,experience
402703,
402713,How she carries herself
402722,
402723,She has her priorities straight. Mr.Trump is a mess
402724,
402725,Experiencia
402726,
402727,
402728,
402732,
402733,
402734,
402735,A tendency to work toward a federal healthcare system.
402737,
402742,
402744,na
402745,
402746,"She will get the job done, and she is experienced."
402751,"Strategic Thinker, Smart, Experienced"
402753,
402756,I believe she will stand up to Putin
402758,Email History
402759,"EXPERIENCE, STEADY HAND, BILL CLINTON"
402767,
402768,"Her policies surrounding women's rights, and  immigration"
402769,Experience
402771,she has her husband to fall back on
402773,
402775,smart
402777,
402778,Eperience and less of a risk than Trump.
402780,
402782,"her experience, she has proven herself"
402783,More experience politically
402785,
402788,
402790,
402793,
402795,She is not Donald Trump.
402796,
402800,
402815,
402816,She is the most qualified candidate ever
402817,
402818,Her views are similar to Obama and I liked his as president
402820,
402821,She knows the issues and has reasonable solutions
402822,She has been a public servant her entire life.
402823,Prior federal government/political experience
402825,
402828,Not donald trump
402829,
402831,
402834,She has experience over Donald Trump
402835,
402836,"she's not trump, daughter is not a mess"
402837,She is very qualified
402838,
402839,women's rights
402847,
402849,
402850,Experience
402856,
402859,
402862,
402865,
402866,
402867,
402868,She's the only worthy candidate this election
402870,
402871,domestic policy on taxes and education
402873,
402874,
402875,she is the most qualified for the job of President
402876,She's lesser of two evils.
402878,
402880,
402883,Experience
402884,STANCE ON SSN. Bringing mini wage up. LGBT Rights women righ
402885,"agree with foreign policy, progressive civil rights"
402895,SMART WOMAN
402897,
402899,most qualified and experienced
402901,
402902,
402904,Experiencce
402905,
402906,
402907,
402910,My political views are close to hers
402912,more self control and political experience than trump
402917,
402919,"pro-choice, right for equality for all, experience in politi"
402921,
402922,she is not Donald Trump an she is intelligent
402931,
402933,Her values toward family and children.
402941,
402946,SHE IS A CLINTON
402947,"experience pro life, has a plan,knows policies"
402948,
402950,
402953,
402956,Experience
402957,Proven track record or leading
402958,
402959,
402960,Her experience with Foreign Affairs
402961,
402965,
402966,Incusive of most if not all people
402967,
402968,
402969,
402976,
402979,"Experience, strong, intelligent"
402983,
402985,
402986,Her political and diplomatic experience
402990,Would prefer a Democrat Supreme Court Judge
402996,Trump promotes political violence
403001,
403005,She has experience.
403006,She's not Trump
403007,She's not Donald Trump
403013,
403016,
403017,
403018,democrat
403021,
403023,SHE FIGHTS FOR FAMILIES
403025,
403027,
403030,smart woman
403032,
403033,
403034,
403035,Honesty and cares about the country
403036,
403041,Health care reforms
403042,
403053,Her entire platform.
403057,
403059,Immigration position
403060,
403064,
403071,knowledge
403076,
403078,
403083,
403088,careful and disciplined
403090,She has always stood for equality among races and for women
403093,Most qualified
403097,She like kids and poor people
403098,if she changes the afordable health care act
403100,
403101,
403105,EVERYTHING
403108,
403111,Reforma
403113,Pro Choice
403114,
403115,
403120,She does have a lot of political experience.
403121,Don't want Trump
403122,
403123,experience
403125,
403128,
403129,
403135,Bill Clinton
403136,"She is a dignified, experienced candidate who seems sane"
403138,
403143,competence and experience
403145,she is not Donald Trump!
403148,
403152,
403154,Experience / Bill Clinton
403155,
403159,
403160,
403164,
403166,
403170,
403172,She is not Trump.
403173,
403174,
403175,
403176,
403178,Mainly her opponent
403181,
403182,
403187,
403190,
403192,Tax policy.
403195,
403203,years of capable public service
403211,
403213,Trump is worse
403214,
403216,
403217,
403219,cares about our children and the middle class
403220,equality
403221,"Woman, environment, education"
403222,
403226,
403228,Very qualified for the position.
403230,
403236,
403237,strong political experience
403241,
403252,
403253,
403259,reforma migratoria
403260,
403265,
403267,Her views on children.
403272,
403273,She is a Democrat
403277,
403278,
403282,i value her opinion on equal rights for women
403283,
403285,
403286,Healthcare
403287,
403292,
403293,
403296,
403297,experience and intelligence
403298,
403302,
403306,Her opinions on immigration are better than Trump.
403307,honesty
403308,
403314,
403317,
403318,First Woman President
403321,she is help[ing to raise wagers
403322,
403323,"Experience in government, position on guns, not a bully"
403324,she is very ecucated and well experience and know what it ta
403330,
403331,Experience in Washington
403336,
403343,
403345,"Experience, intelligence, ability to get things done."
403347,
403348,
403352,"Everything, I like what she stands for"
403353,
403354,She's the most qualified
403358,Experience in Government
403362,
403367,
403368,SHEBEENTHEREBEFORE
403373,Dishonesty
403374,HER QUALIFICATIONS
403376,Gender
403379,
403380,
403382,
403383,Most qualified to be president
403384,experience
403385,
403386,ONLY WOMAN EAGER TO BE PRESIDENT
403387,
403389,
403391,
403392,
403394,
403396,"Strong, female leader"
403399,
403401,She isn't Donald Trump
403402,
403404,Repeal citizens united and supreme court justices
403406,"She has experience, first woman president"
403407,
403408,Her  experience
403410,There's some great things that she has already done and I th
403411,
403413,her vast experience in government
403414,
403416,Her extensive political experience & ability to compromise &
403418,
403419,Experience
403421,She's a woman.
403423,First female president
403424,
403427,
403430,
403431,
403432,"She is democratic, I agree with her more than Trump"
403434,IS BETTER QUALIFIED AND IS NOT A BIGOT
403442,experience
403443,
403454,
403457,"Immigration, Health Care, Economy,Education"
403458,Experience.
403459,
403460,
403463,
403464,
403470,
403471,She has the political experience to be President.
403474,
403476,her experience
403478,Her stance on equality for all across various applications.
403480,
403481,Competence
403482,
403484,
403491,
403495,Experience
403498,"strong, experienced, thoughtful, respectful"
403499,Her views on social subjects are much more preferable.
403500,Experience
403501,
403502,sus propuestas son mas claras
403503,She has far more experience and working knowledge.
403505,
403508,
403510,
403511,
403512,
403513,
403515,
403517,Her experience.
403519,KNOWLEDGE
403523,
403527,
403528,
403535,
403537,Keeping health care for all.
403538,"Defend women's health,Defend S.S. Has a equal outlook."
403540,I think she would do a better job
403541,EXPERIENCE
403546,"experience, share similar views"
403550,
403552,more experience
403553,Experience in Washington
403554,
403560,
403563,
403567,experience
403570,
403571,Ideals
403573,She is a Democrat and would do a much better job then Trump.
403577,"Experience, looks out for the middle guy, doesnt back down"
403578,Her experience!
403579,
403581,
403593,
403599,
403600,she has experience in politics and is educated and talented
403603,
403605,
403606,Her career path means a lot
403609,
403612,
403616,Benghazi
403617,She is more grounded than Trump.
403620,
403623,
403624,Respectful Attitude and Demeanor
403625,EXPERIENCIA
403626,Because of gender
403630,
403634,Her extensive experience and knowledge about our govt.
403635,her experience
403640,More qualified than Trump
403644,
403649,
403650,"Career politician, has a reputation, husband"
403653,
403658,she is a very intelagent person with good experience
403660,She's a woman
403661,
403669,Experience
403670,
403672,
403675,NOT LIAR
403678,
403679,"experienced, smart, solid strategies and plans"
403682,experience in many facets of governing
403683,
403684,
403685,
403688,everything
403690,
403693,Her views about jobs and the and some on the taxes
403696,knowledge and experience in politics
403697,
403698,"Unethical, emotinally unstable, unhealthy, greedy, vindictiv"
403704,"experience, moderate-left"
403706,
403707,the best choice for our country
403709,Experience
403710,
403712,
403716,COLLEGE PLAN
403718,Political experience. Rational approach.
403723,experience
403725,
403732,Supports government employees
403737,A chance of not going into a depression
403738,
403740,
403741,"Experience, leadership, social issues, foreign policy"
403744,Clinton has tons of political experience and she is a woman.
403746,
403748,
403749,she is experienced and understands the job
403750,"Experience, views on immigration,  gun control, healthcare,"
403751,
403752,She appears to be knowledgeable about gov't and its function
403757,Due to the fact she knows more about foreign policies.
403758,
403761,She is empowering of women's rights
403762,CHAMPIONS WOMEN'S RIGHTS
403764,
403768,
403772,
403773,
403776,
403779,
403780,
403781,Her experience in dealing with foreign leaders
403788,
403792,she's has more experience with goverment
403796,She all for the families
403797,"Experience, foreign policy, liberal"
403800,Democrat
403801,
403806,She will do what best for the country.
403813,
403820,
403821,
403824,
403829,
403831,I take her more seriously because of her background in polit
403832,
403835,
403837,
403841,Only better choice to avoid trump
403844,
403848,
403851,does not look like she wants to star a war
403853,
403857,
403860,
403861,
403864,
403866,She is willing to try to make a change in today's society.
403867,
403868,"experience, she knows the system"
403872,experience
403874,Untrustworthy
403877,better of the two candidates
403878,
403882,CHAHGE
403885,
403886,
403887,not only is she a women she has her husband standing to assi
403889,
403893,
403896,
403897,"EVERYTHING: her politics, experience, professionalism"
403903,Experience
403904,She is much more intelligent than Trump.
403907,
403908,
403911,Experience in politics
403912,PROVEN SKILLS
403913,She is a democrat. She is not Donald Trump.
403918,"everything, experience, integrity, intelligence"
403919,No Clinton twice in the White House/ Eye Contact
403921,
403925,
403928,
403929,raising minimum wage
403930,she's not Trump
403931,"experienced senator, sec. of state, lawyer"
403935,
403936,
403937,"She's got a lot of experience, I agree w/ her most on issues"
403938,"informed, represents my values"
403940,
403941,
403942,
403945,
403947,
403951,
403953,"education, gender, qualifications"
403954,
403955,
403956,
403957,"Professional, knows world leaders, experience"
403960,
403962,
403963,
403964,
403966,
403968,I think she is the best candidate for president
403970,
403971,
403972,
403978,
403979,experience
403987,
403988,
403990,
403991,
403993,I like her
403994,
403999,Equal rights; health care
404001,
404002,
404004,
404007,"highly qualified, intelligent, focused, experienced"
404009,
404011,
404016,
404017,experience
404020,I like her
404021,She is brilliant.
404025,her concern about the people....
404026,
404030,She is knowledgeable
404032,She has the experience in politics
404037,"experience, intelligence, leadership"
404038,She had a lot of experience being in the white house.
404039,
404042,Very qualified
404043,knowage of.u  s...treates
404045,
404047,Not Trump
404048,
404050,she doesn't tell the truth
404051,
404055,
404057,
404058,
404060,
404061,"She is NOT Donald Trump, and also, she sounds reasonable."
404066,
404071,
404072,PORQUE GENERARA MAS EMPLEOS Y DICE QUE MEJORARA EL SEGURO ME
404075,Her attention to lower class and children.
404076,Haircut
404077,
404081,I think she should be tried for her e-mail situation and for
404082,
404084,
404087,
404090,
404092,
404097,
404098,
404101,
404105,
404106,
404108,"time spent in politics, professional composure (non offensiv"
404111,
404112,She has the most political experience
404113,
404121,
404124,She has African Americans and other races best Interest at Γ
404125,
404127,
404129,EXPERIENCE IN GOVERNMENT
404130,
404131,
404137,
404143,Trata mejor a las personas
404147,She is forth coming about mistakes which we all make
404149,
404150,
404151,
404154,knows government
404158,She's honest
404163,Experience
404168,
404169,
404174,her intelligence
404176,
404182,Political experience.
404184,
404189,
404191,
404192,
404200,"Experience, knowledgable on world affairs"
404201,"Experience, solid values"
404207,Is not trump
404220,
404221,
404224,
404225,
404229,
404230,She's aligns with my personal beliefs
404232,"Lots of reasons, but strong experience and history"
404236,
404238,
404239,
404240,Personality
404241,
404245,
404248,Strong background
404249,
404250,
404252,She is female
