V160001_orig,V161075 - PRE: What is it that R likes about Republican Pres cand
302873,not for partial birth abortions
302874,I like his ideas.  I strongly agree all of his ideas in the way America need to go in.  I think he will fix health care.// I support his as far as building the wall.  I think he will bring jbs back to America.//
302876,
302877,Bringing back jobs to America likes textiles being American made.
302878,
302880,
400002,
400004,
400006,
400007,
400009,
400015,
400016,
400017,making America safe again
400018,
400021,
400028,
400033,
400035,"business background, no PC bs"
400039,He is not Hillary Clinton
400041,He's not a politician.
400044,I believe he will be able to create a stronger economy.
400045,
400050,
400052,Immigration policy
400053,outsider
400054,Republican
400055,
400056,
400059,
400062,He stands strong for this convictions
400075,
400076,He's Pro-life
400080,He promises to put the country back on track with jobs.
400086,
400089,He's not Hillary and he's not a career politician.
400090,
400093,
400095,His lack of foreign policy experience
400096,I think he's honest and sincere
400098,Conservative offering change from present Washington politi.
400099,
400102,Says what he is thinking
400103,
400108,
400109,
400112,
400113,"Gun safety, immigrants, abortion, taxes"
400119,
400120,Better of the 2 evils when it comes to economics
400121,
400124,
400126,
400130,He is not the same old politician
400131,
400132,
400133,
400134,
400135,Honest
400136,He would support the middle class more
400143,
400144,
400147,
400154,
400158,
400165,He wishes to get our country back in shape
400172,He is not afraid to voice his opinion.
400174,He's good at making deals
400175,his stances on economics
400176,Success in business / knows how to get things done
400177,
400181,
400183,Pro Israel
400185,"Fixing health care, trade agreements, security"
400187,
400188,Attitude and positions
400189,Business views
400191,says what he thinks
400194,
400195,strong policies and beliefs
400198,Businessmen
400200,He's not the best candidate
400204,"Don,t want another Clinton in office"
400208,We need to strengthen our country against illegals
400213,Is direct and concise with his thoughts
400214,Not a criminal
400223,
400224,
400230,
400232,Not backed by good old boy club in Washington.q
400234,Domestic and foreign policies
400236,
400237,Not H
400241,
400243,
400244,He is unapologetic about America
400245,against illegal Immigrants
400247,problems inside the country might come first
400248,
400251,Republican
400255,Trump train- - perfect canidate-
400259,
400262,
400266,His actions in the media
400268,
400269,
400271,
400274,He is not a politician
400275,
400277,he says what he thinks - not politically correct
400278,
400279,
400281,Dislike Hillary
400282,
400283,Stablize economy
400285,
400289,not fit for it
400290,
400296,He's an honest man and used his own money for campaigning.
400302,Conservative Values
400304,
400305,
400306,Strong National Defense
400308,
400312,
400315,
400317,"he's not a politician, has good ideas & will make changes"
400318,
400320,
400321,Non-Politician
400324,
400330,
400334,Pretty straight shooter
400339,change for a non-career-politician
400342,Not part of the political system
400344,TRUTH & getting our country back
400346,
400347,
400349,
400350,
400351,
400352,
400355,
400357,His Principals and plans for America
400360,Doesn't waiver in his opinion(s)
400362,
400367,
400371,Different views than Hillary
400374,
400375,
400376,
400377,He wants to protect our borders
400379,Leader
400380,
400382,
400385,
400387,
400388,
400394,honest
400397,"policies, believe he will do what he has promised"
400399,
400400,
400401,
400402,It appears that he is not part of politics as usual
400404,"Conservative views, views on economy"
400406,projection of power and leadership
400408,
400411,Conservitive views
400416,
400417,
400418,
400424,
400426,
400428,
400439,"Geting rid of government self interests, National Security,"
400440,
400441,
400442,
400444,
400449,
400451,he is a businessman and we [REDACTED DETAILS]
400458,
400459,
400460,U.S. Supreme Court Appointees
400464,
400465,No nonsense approach
400466,
400471,
400473,Business plan for jobs
400481,
400487,
400490,
400494,I believe in his values
400496,Pro Law Enforcement
400497,Agree more with his views
400498,"He's not a liar, corrupt, and incompetent like Hillary."
400499,HIS CONSISTENT PLATFORM
400500,
400501,Not sure about Clinton
400503,stop illegal immigration
400504,
400505,
400509,
400514,
400517,
400523,
400528,
400530,
400531,He seems hated by mainstream politicians and business.
400532,He isn't concerned about being politically correct!!
400533,
400534,business ethics
400535,
400536,
400542,He tells the truth about what he is going to do as president
400543,
400544,he is trying hard to do what is right for America
400546,
400549,He seems as if he would run America like a business
400551,
400553,
400557,NOT HILLARY CLINTON
400560,Hopeful that he can turn this country back like Reagan did
400561,Hes made money thrugh smart investments
400563,Not a political person
400564,
400565,His honesty and cavalier attitude. The Wall.
400566,
400567,
400572,
400573,Non Politician
400576,
400578,speaks a lot of truth on whats are weaknesses in the country
400583,"non establishment. largely self funded, interested in americ"
400587,"KNOWS HOW TO CREATE JOBS, A STRONG MILATARY"
400588,his views
400591,
400592,"Business Background, Executive Experience"
400594,Not a career politician
400596,
400598,
400600,Keeping only legal immigrants in the country
400603,he has a fresh perspective good core values
400604,Pro-life stance; intention to balance the Supreme Court
400605,"Outside the establishment, could bring new ideas and methids"
400607,Strong Value's and not afraid to tell the truth
400609,
400614,
400618,more believable
400627,
400628,Not a Washington polotician
400629,Tells it like it is
400630,strong leader
400636,Needing a change
400637,
400648,I feel safe if he were president
400649,Jobs
400651,
400653,
400654,
400657,
400658,
400660,
400663,
400667,He knows how to run a business
400668,
400669,
400671,THE BETTER OF TWO EVILS
400677,
400678,He has not provided alot of solutions during the debate
400679,
400680,
400683,
400685,very smart man
400686,Because I am a Republican
400689,
400691,
400693,He doesn't sugar coat anything
400696,He is very strong about building the usa
400697,
400699,
400703,Candidates to the supreme court
400704,Secure nation
400705,"He is not Hillary, she is a crook and should be in jail"
400706,"less taxes, stands up for American and holds to his beliefs"
400707,"wordly knowledge,  for americans"
400708,
400712,Tells it how it is. Against big government.
400717,
400719,
400727,"Transparency, sincerity, honesty"
400728,
400732,
400733,
400735,Stance on illegal immigration and taxes
400737,Business experience
400738,Lesser of two evils
400739,
400740,
400742,
400745,Different views
400750,"Honesty, good character and integrity"
400753,Change
400755,
400756,
400757,
400758,I think his business ability will help the nation
400759,Not a career politician
400764,immigration
400765,What he says he will do for the country
400766,Not a career politician
400768,
400772,everything
400773,
400775,
400777,He would not have let 4 military people die after 600 reques
400780,
400783,
400788,Good father/leader & truthful American.
400789,
400796,I feel he really loves America and wants to make it strong
400798,
400802,
400806,
400809,
400815,
400820,
400823,confidence
400829,"immigration reform policy, military"
400831,He tells the truth and not afraid to speak his mind.
400833,
400834,
400836,PSYCHOSIS
400841,He's an outsider and we need a major shake up.
400846,trust
400857,
400858,Focused on American Security
400860,
400862,
400863,
400866,
400870,I feel he stands for the people and not for BIG government.
400871,He's not affiliated with the current political structure.
400879,
400880,His attitude towards life of people as a whole.
400881,
400886,He is a businessman
400887,speaks the utmost problems that need to be fixed
400892,
400894,"I find him to be crude, and rude.  I feel he is a hothead."
400896,
400898,May get our country out of debt
400899,
400905,
400912,
400913,
400914,He is an idiot
400917,Sucessful businessman; different perspective
400922,
400923,He speaks his mind
400925,
400926,
400927,Business and Financials
400929,
400931,He is prolife!
400934,he is a business man
400935,
400937,
400938,
400941,Doesn't sugar coat
400945,we need a financial man to cut useless spending in washingto
400947,
400948,
400950,Not Hillary Clinton
400952,direct &to point
400954,
400958,Speaks His Mind
400959,
400960,
400963,
400965,Unedited/unfiltered dialog
400967,
400968,make america great again
400969,
400971,Hillary Clinton
400977,
400979,His lack of respect and attitude towards the people
400981,
400984,Strong in his covictions
400988,Everything
400989,business
400991,Change
400994,
400997,
400999,
401001,
401003,
401005,Not Part of the Political Bourgeoisie
401007,
401009,non politician does not owe political favors
401010,
401011,
401013,hAS RAN SUCCESSFUL BUINESSES FOR MANY YEARS
401019,
401020,
401021,
401022,"change, supreme court appointments"
401028,he is not a politician he loves this country
401029,
401030,
401034,He is not a politician
401035,
401037,Economy and Security
401039,
401041,business experience
401042,
401043,Supreme Court justices
401048,He do st take outside money
401049,
401051,
401054,
401055,
401058,
401059,
401062,His stand on issues
401068,Tax cuts
401070,
401071,His willingness to challenge our two main political parties.
401072,He can make America great
401073,HE'S NOT HILLARY!
401074,
401076,His money would help
401080,
401082,
401083,
401086,
401089,Honesty
401090,"RACIST RUDE,BIGGOT"
401094,immigration reform
401095,
401100,
401102,
401103,He has a few wise people around him-if he'll listen to them.
401104,
401110,Economic gain for our country
401111,
401112,
401116,He speaks his mind
401117,
401122,strong leadership qualities
401127,
401128,
401130,Everything
401132,
401134,He is not a liberal.
401135,
401136,
401142,
401143,He is reb
401144,
401145,
401150,
401151,
401152,"Outsider, change in policies"
401153,
401155,
401159,
401161,
401163,Change status quo
401164,he seems to hold the right of us citizens to own firearms
401167,
401169,"Fresh perspective, not an insider"
401174,
401178,economy
401180,Strong business background
401183,He is not Hillary Clinton
401184,change
401185,HE CAN MAKE AMERICA GREAT AGAIN
401188,Trust him to improve economy
401191,agresivo con la gente
401195,
401196,Making stronger borders for our country
401200,Business History
401201,
401207,business sense
401210,
401211,
401214,
401215,He's not Hillary Clinton.
401219,
401220,
401226,Straight forward
401227,
401230,I like his kick butt attitude.
401233,Trust him more
401235,Honesty
401236,
401238,deport illegal immagrants
401239,
401243,SINCERIDAD HACIA  EU
401244,Getting our country closer to God
401245,
401247,He's not Hilary
401248,Some new change.
401252,
401257,
401258,
401260,
401261,He is tough
401263,
401267,
401270,Obamacare and Supreme Court
401271,
401274,
401275,Not a politician
401278,
401280,better of the two candidates
401281,
401282,
401283,
401289,
401293,
401295,Not a politician
401303,Business policy
401304,"He is a successful business man, who is not afraid of any"
401306,good for industry
401309,Business experience
401311,Trustfuf
401314,
401318,If he would stick to what he says and not flip flop I might
401320,pro-life
401326,
401330,
401331,He says what he thinks and I think he is an American interes
401335,
401343,Conservative Supreme Court Appointments
401346,Economic policy
401348,
401349,He is the lesser of two evils.
401350,Nonpolitical
401351,business man
401352,"his stand on abortion, supreme court nominees"
401353,
401354,
401356,balls
401359,
401361,
401367,
401369,His policy on  immigration  also his stand for Supreme Court
401372,Close borders stop importing bring jobs back to us
401373,Sinserity
401377,
401379,
401380,
401381,
401382,
401387,
401389,
401390,
401391,He is not a career politician.
401392,
401393,
401397,
401398,Closing our bourders
401400,
401402,
401410,Policy
401412,"great work ethic, pride, family"
401414,Represents my views
401416,
401417,
401422,
401423,willing to make changes
401426,
401427,Increase military budget
401428,
401430,
401431,Immigration
401435,business experience
401436,He is a republican
401437,Conservative
401438,
401439,"Immigration policy, following law, economics"
401441,HE CARES FOR OUR AMERICA
401442,
401444,
401447,He listens to the public
401448,
401450,He is not Hillary Clinton
401457,Businessman and change
401461,
401463,Pro Life
401464,says whats on his mind.
401468,
401469,everything
401472,
401475,
401476,"that he tell it like it is, even though some don't"
401477,
401478,Able to run the country in a more financially stable way
401482,He can get us out of the financial disater our country is in
401485,
401486,
401492,
401496,He is not a career politician
401501,
401504,
401505,
401511,
401512,
401513,
401515,Fearless
401516,
401520,
401522,
401525,CONCERN FOR OUR COUNTRY
401527,
401528,change to the political system
401531,his views on America
401537,
401539,
401542,
401543,
401548,He's not afraid tosay whats on his mind even if its wrong.
401552,a business man
401554,
401555,leader
401557,
401559,"maternity leave pay, and immigration concerns"
401563,
401570,
401571,Great hair
401573,He's not part of the political establishment
401574,He seems real
401576,He'll make America Great Again
401579,
401580,Strong character
401581,
401582,
401583,
401584,
401585,
401586,immigration
401587,
401588,change from all the old ways
401590,
401592,
401593,
401597,
401598,He's Republican
401601,
401602,I never trusted him since the '90's
401603,fighting back against Hillary and democrats
401605,
401607,
401609,
401610,
401611,
401613,
401618,
401622,
401624,
401625,Not of the establishment
401630,
401632,
401636,
401637,Upset Washington politics as usual
401639,change
401642,
401643,
401646,
401649,Like his stand on imigration
401654,
401662,
401664,His position about making America safer
401665,
401669,
401672,
401675,
401678,
401685,To make America Great!
401686,
401687,
401694,
401696,"Immigration, taxes, international affairs"
401698,
401699,
401700,"Want change. Feel Clinton has special interests, no trust"
401703,
401705,
401706,He is a business man not a career politicial
401709,
401715,
401716,
401723,
401728,
401732,
401733,stand on aliens terrorist career politicians more
401736,
401739,he has balls
401746,Republican ideals
401747,
401748,He speaks his mind. He speaks what needs saying
401749,Listening to and doing what the citizens want to happen
401752,stance on 2nd ammendment
401756,His business /non-political background
401757,Politically incorrect
401758,He doesnt hold back when he is speaking
401759,
401761,
401762,shake things up
401771,
401773,
401774,"Republican, honest, could get America out of financial debt"
401780,
401782,His money management skills
401791,different approach says his mind wants US strong again
401792,
401793,Will be a leader.
401795,
401797,
401798,The appointing of Supreme Court justices
401802,
401804,
401807,He is not Hillary.
401808,We need a change
401811,accountability
401812,
401815,
401821,he wants to put America back to work
401824,HE'S STRAIGHTFORWARD
401828,"strengthening economy, creating more jobs, stronger borders"
401829,Change
401830,
401832,
401833,
401835,
401836,
401839,
401841,
401849,
401850,
401852,Preferable to Hillary Clinton
401854,"His honesty, he tells it like it is."
401856,
401858,
401859,
401860,
401861,
401862,
401867,
401872,His hair is LAID
401874,
401875,his choice for supreme court justice
401876,
401883,He is not part of the typical political establishment.
401887,
401889,He is honest
401891,
401895,"Outside mainstream, may let others do the real work (better)"
401902,he is not Hillary
401903,
401906,He will stand up for the US
401909,He tells it how it is
401910,HE IS NOT A CAREER POLITICIAN
401911,
401914,
401915,
401916,
401917,Everything but mostly building a wall and protect boders
401918,He seems insane and may just be a break from the norm.
401919,
401920,make american great again
401922,
401923,His business experience
401924,
401926,
401928,Good businessman
401931,Not a career politician
401938,
401940,
401941,No nonsense man! Business mindedness!
401943,"Building a wall, law enforcement officer supporter"
401945,
401949,Honest and Aggressive. Family matters.
401950,
401958,
401959,
401968,"not a part of the status quo, business/real life experience"
401971,
401972,He's a businessman and loves America!
401973,Change from the norm. Re-assess our international finances
401976,Republician
401978,
401982,
401985,morals
401989,
401991,He's not Clinton
401993,
401997,
401998,
402001,
402002,"Better tax plans, wants to effect change in our government"
402003,
402012,Economy issues
402013,
402016,He is pro life
402017,strong willed
402018,
402019,
402030,
402033,
402036,
402038,
402039,business expertise
402040,
402041,PREFERENCE FOR CONSERVATIVE POLICIES
402042,
402046,Not a career politician
402048,
402049,Try to make this country great again.
402050,
402052,he wants to make us strong again
402058,
402059,
402060,
402063,
402066,
402067,
402068,
402069,"Legal imigration  US security. Medical, crime,"
402074,
402078,
402094,I beleive he can repair a lot of the damage to our country o
402098,
402099,Strong economic and national security policy
402101,
402104,Lesser of 2 evils
402105,
402109,He respects this country and it's people
402116,Law and Order
402118,
402120,
402124,
402134,
402136,Republican
402137,
402140,"His message of unity, anti-establishment, and America first"
402143,
402144,
402146,
402147,
402149,Rich bully
402150,He is against abortion
402154,illegal immigrants
402155,not a politician
402158,hope to improve America
402162,He's tells it like it is and doesn't do a lot of BS.
402163,
402164,
402168,business experience
402170,
402171,business skills to get economy going
402172,
402173,
402174,Beliefs
402175,
402179,
402187,
402188,he is the lesser of 2 evils
402190,I've always loved him as a business tycoon
402191,
402193,
402195,
402200,stop illegal immagration
402202,
402204,
402206,
402209,changing America's place in world affairs
402210,He's not a puppet. Not perfect by any means.
402212,
402213,"Strong stance on Securing border, Strong on right to bear ar"
402215,
402219,Trust
402221,
402224,
402229,
402233,NOT HILLARY
402234,
402237,
402240,
402241,
402244,Political outsider
402248,"truth, and want to build america great again"
402253,
402254,
402257,His views on Immigration
402258,"fiscal intellignce, biz sense, tough on terrorists, CHANGE N"
402259,
402262,
402265,He wants to build a wall
402267,
402270,"Leader, Businessman"
402271,
402282,motives are for self gratification
402284,"Not a career politician,views on immigration & terroism"
402286,His ability to speak his mind
402289,
402290,A back ground managing business may help the economy grow.
402296,He wants to take America back
402298,
402301,
402303,Change
402305,"His strength on the economy, immigration, and security"
402308,hopefully straighten out the economy
402309,not a politician or politically correct
402310,
402312,not career  politician
402313,
402315,
402316,
402318,
402320,
402321,
402325,Immigration control
402327,
402329,
402330,
402331,
402334,he wants to make big changes
402338,
402340,
402342,
402343,He's strongly conservative and has great economical ideas
402345,Cares for the country and Americans
402350,HONESTY AND NO NONSENSE APPROACH
402358,Hillary should be in prison.
402359,
402360,
402365,He has the strength to stand against political pressure
402366,
402367,National Security with a Secured Border
402368,
402370,
402373,Job creation
402374,He stands for more of what i believe in.
402379,Business experience
402380,Leadership
402384,HE SPEAKS HIS MIND
402387,not a career politition
402389,
402391,
402392,
402397,
402398,Everything
402404,Everything
402406,
402411,"He says what he thinks, not what others want him to say"
402413,
402416,He will bring change to the status quo political system
402420,
402428,
402429,unqualified
402430,He is not a Washington insider
402432,His financial responsibility
402434,
402435,
402437,ANTI-POLITICIAN
402439,
402445,running against Clinton
402448,
402451,
402455,
402456,
402457,
402472,
402474,
402480,
402481,
402486,
402488,
402491,
402493,
402496,NEED 2 GET REGULAR POLITICIANS OUT OF THE WHITE HOUSE
402497,
402508,
402509,A Leader who believes America and our Constitution
402510,
402512,
402513,
402514,Business experience
402515,He is not a politician by trade
402517,"he cant be bought, he has his own money"
402521,
402522,
402525,
402526,
402529,
402530,"Very Successful business man, that says more than Clinton ha"
402531,
402538,
402539,
402542,
402544,
402547,
402549,Party Platform
402550,focus on the economy
402552,Policy
402553,
402560,Honesty
402561,
402562,abortion issues and his love for country
402565,Not a career politician
402566,
402568,
402570,He stands out as being different than most politicians
402573,
402574,speaks his mind
402576,
402577,
402582,
402583,"He is an outsider, not part of the establishment"
402587,
402588,LOVE OF COUNTRY & BABIES-DOER OF THINGS DONE WELL
402590,eliminating Common Core from the education system.
402594,
402597,I don't like Clinton
402598,Says what many cant
402602,Business backgroup  Not corrupt as politician
402603,
402605,he is honest
402612,He is a businessman and could make the US not as soft
402614,
402615,
402617,He is an awesome business man and is upfront
402620,he understands finance and trade
402623,
402625,
402626,He believes in our military and backing the police.
402628,
402629,
402630,
402631,He is a successful business man
402635,
402636,immigration
402637,"Employment, Trade, Immigration"
402638,
402642,
402647,
402649,
402651,"Not polictically correct, i.e., not Hillary Clinton."
402655,
402657,
402659,
402664,
402670,
402672,
402673,
402675,A more conservative view on spending
402679,
402680,Himself
402681,
402682,He is successful
402684,
402688,
402690,
402691,Illegal immigrants
402692,Authenticity.
402693,Not career politician
402694,
402696,"He wants to make America great again, and stop illegals"
402698,
402699,He surrounds himself with smart people
402700,change political gridlock
402703,
402713,
402722,He's a brilliant business man.
402723,
402724,strong in protecting people in USA.  Changes needed Gov
402725,
402726,He is not a politician
402727,outsider
402728,Different from the years of standard politics
402732,His desire to change immigration policy
402733,
402734,wants to help black america strive to become  a big  part. o
402735,
402737,
402742,
402744,
402745,Strength of leadership
402746,
402751,
402753,He is more honest and a more conservative change agent
402756,He's not Hillary Clinton
402758,
402759,
402767,We need a strong person and Donald  is it
402768,
402769,Knows the financial world
402771,
402773,Closed borders
402775,
402777,
402778,
402780,
402782,he is straight out about his political beliefs
402783,
402785,does not owe any group. change from what we have now.
402788,unqualified
402790,
402793,
402795,
402796,Controlling the boarder
402800,standing on issues
402815,he is a honest buisness man
402816,
402817,Opposite of the 'norm' in politics.  Speaks out.
402818,
402820,
402821,
402822,
402823,
402825,He's not Hillary---lesser of the 2 evils
402828,
402829,Open Mindedness
402831,
402834,
402835,I believe him and want the same things
402836,
402837,
402838,He is a bussiness man
402839,Business background
402847,Republican
402849,Straight forward and  blunt
402850,
402856,Very different from all other presidential candidates
402859,
402862,Create jobs
402865,
402866,he is upfront and real
402867,He's going to stop the corruption in Washington
402868,
402870,"He wants to make America Great Again, ban ILLEGAL immigrants"
402871,
402873,Like his proposals for making America great again.
402874,he is a smart man
402875,
402876,
402878,He will make deals that will make our country strong again.
402880,
402883,
402884,
402885,
402895,
402897,
402899,
402901,Not a career politician.
402902,
402904,
402905,
402906,breaks politcal convention
402907,
402910,He's non-establishment
402912,Business sense
402917,make change
402919,"Make America powerful again, isn't a politician"
402921,
402922,
402931,His nasty mouth and im not a republican
402933,
402941,Strong business background
402946,
402947,
402948,Imigrants
402950,
402953,
402956,
402957,
402958,
402959,Straighten out Washingtton beauacrats
402960,Make a change in our current situation
402961,"stop saying stupid stuff and act like an adult, not a bully"
402965,
402966,
402967,
402968,His Business Acumen
402969,
402976,
402979,
402983,
402985,build US armed forces
402986,
402990,
402996,
403001,He says what the American people want to hear.
403005,
403006,
403007,
403013,
403016,
403017,His straightforwardness
403018,
403021,Make America Great Again
403023,JOBS
403025,
403027,
403030,
403032,he understands business and is line with my values
403033,Immigration
403034,
403035,
403036,
403041,
403042,
403053,He is not a career politician
403057,a better person than clinton
403059,EVERYTHING
403060,Benefits for Service Members
403064,
403071,
403076,
403078,business experience and Republican
403083,He is straight forward and tells it like it is.
403088,
403090,
403093,
403097,
403098,he knows the words your fired
403100,
403101,I will not be voting Hillary
403105,
403108,
403111,
403113,Job creation/Energy sector
403114,honisty
403115,Good business man
403120,
403121,
403122,Tax
403123,
403125,Backs our military
403128,Strong Opinion on Immigration
403129,
403135,
403136,He represents an outsider who may bring change
403138,He is not a politician.
403143,
403145,
403148,He is not a polition
403152,"He is a outsider, and not owned by Lobbies."
403154,
403155,knows how to make this county financially stable again
403159,
403160,Immigration
403164,
403166,He is different and I am hoping that different might help
403170,
403172,
403173,
403174,
403175,
403176,he's not hillary
403178,
403181,
403182,
403187,
403190,
403192,His immigration policy.
403195,
403203,"not a career politician, outside system"
403211,
403213,
403214,He is not a politician
403216,"Pro-life, pro guns, against Obamacare"
403217,
403219,
403220,
403221,
403222,His stand on the economy
403226,Independent / Not Bought Off /  Mostly Conservative Leaning
403228,
403230,
403236,
403237,
403241,"Supreme Court Judges, jobs,Obomacare"
403252,He is not afraid to speak his mind
403253,Borders
403259,
403260,
403265,
403267,
403272,PRO TO REGISTER IMMIGRANTS
403273,
403277,
403278,I believe he could do a lot of good for the economy.
403282,
403283,I dont like hillary
403285,
403286,He wants to put God back in America
403287,I believe he is the best candidate
403292,
403293,
403296,"If he tames down his attitude, but still stays aggresive"
403297,
403298,
403302,He is not Hillary Clinton
403306,
403307,a non politican
403308,
403314,He not a politican
403317,"Non Politician, Straight forward"
403318,
403321,
403322,"patriotism, safety, security and improve the jobs for locals"
403323,
403324,
403330,He is running against Clinton
403331,
403336,he is far greater than hilary
403343,
403345,
403347,The end of political correctness
403348,his determination to make change fo the good for my cpuntry
403352,Closing the border to illegal immigrant
403353,"Supports middle class & gun rights, Honest"
403354,
403358,
403362,
403367,
403368,
403373,No political experience and inadequate temperment for presid
403374,TURN AWAY FROM THE 'BUSINESS AS USUAL' POLITICS
403376,
403379,
403380,
403382,HE IS A REPUBLICAN
403383,
403384,
403385,
403386,VERY SHREWED
403387,
403389,
403391,
403392,does not have ties specificly to senators none a being paid
403394,
403396,
403399,time for real change
403401,
403402,He is not a career politician
403404,Import tariffs
403406,
403407,
403408,
403410,
403411,
403413,
403414,He has good ideas.
403416,
403418,
403419,
403421,
403423,
403424,
403427,Hes not a career politician
403430,"I feel he is a suitable, strong business professional"
403431,His goal is to make America great again.
403432,
403434,
403442,
403443,jobs
403454,the wall
403457,
403458,
403459,CHANGE
403460,"He is a man and not a woman , I do not believe her."
403463,Not a Democrat
403464,
403470,
403471,
403474,
403476,
403478,
403480,Values
403481,
403482,
403484,"Not a politician, Businessman"
403491,
403495,
403498,
403499,
403500,
403501,WE NEED A CHANGE IN OUR OFFICE
403502,
403503,
403505,
403508,Rather have Trump than Hillary
403510,Economy
403511,
403512,Some of his views
403513,At least genuine. Wysiwyg
403515,
403517,
403519,ECONOMICAL PROGRESS
403523,
403527,Bussiness leadership tax policies
403528,I believe he'll run it like a business
403535,He is honest
403537,Keeping foreign people out of the country. Possible terroris
403538,
403540,
403541,
403546,
403550,
403552,views on immigration
403553,
403554,He's. powerful speaker
403560,Business Oriented
403563,
403567,fresh view
403570,His want and need to change the current way the country is r
403571,
403573,
403577,
403578,
403579,
403581,Judicial Appointment!
403593,believes in the constitution
403599,
403600,
403603,
403605,He's got moxie
403606,He is able to this point. He is something.
403609,Supreme Court justices
403612,"business knowledge, not a career politician"
403616,
403617,He is a Washington ousider and can create change.
403620,He is successful and confident
403623,
403624,
403625,
403626,A political improvement to way things are in Washington.
403630,
403634,
403635,
403640,
403644,
403649,
403650,Not a regular candidate
403653,Cause hes a good leader
403658,
403660,Strong stand against terrorism
403661,
403669,
403670,
403672,
403675,
403678,
403679,
403682,
403683,
403684,
403685,STONG STANCE ON BOARDERS AND HEALTH CARE REFORM
403688,
403690,He is not Hillary
403693,
403696,not a career politician
403697,
403698,Destructive narcissist
403704,
403706,Not a career politician
403707,
403709,"Get rid of the illegals, blunt"
403710,
403712,not a polital person
403716,
403718,
403723,
403725,
403732,
403737,
403738,
403740,
403741,Term limits
403744,
403746,He's a good businessman.
403748,Candor
403749,
403750,
403751,Republican
403752,
403757,"He has a strong, driven,straight forward desire ,gun slinger"
403758,He is not a politician and puts America first !
403761,
403762,
403764,
403768,
403772,"I think he is determined, and will push for what he wants"
403773,Stance on immigration and terrorism
403776,trade policies
403779,He is the change we need.
403780,He's not afraid to say what he thinks.
403781,
403788,HIGHER PAYING JOBS
403792,
403796,
403797,
403800,
403801,"Pro law enforcement, pro military"
403806,
403813,Wants to make America great again.
403820,He is a conservative and his views in economy
403821,He is pro Second Amendment
403824,
403829,"Business mind-set, upfront mentality, take charge spirit"
403831,
403832,
403835,he is strong
403837,"Limiting Muslim immigrants, build wall, businessman"
403841,
403844,
403848,I believe that he is speaking the truth.
403851,
403853,tells it like it is
403857,
403860,
403861,"Eliminating Obamacare,"
403864,
403866,
403867,
403868,
403872,
403874,Honest
403877,
403878,
403882,
403885,
403886,
403887,
403889,
403893,he is not a career politician and cant be cought
403896,not more experience
403897,
403903,
403904,
403907,
403908,
403911,Conservative political standings
403912,
403913,
403918,
403919,He speaks about the changes that need to happen
403921,He is not a politician for life
403925,Pro business and less government.
403928,
403929,
403930,
403931,
403935,
403936,immigration
403937,
403938,
403940,
403941,building a wall to keep illegals out of US
403942,He is business oriented. He might do this country some justi
403945,
403947,"He is a business man, not a politician (yet)"
403951,CHANGE
403953,
403954,
403955,
403956,Honest thinking
403957,
403960,
403962,
403963,
403964,
403966,His leadership ability and busniness since
403968,
403970,
403971,
403972,he has not been a career politician. he is a business man  .
403978,he is not hillary
403979,change - shake up
403987,
403988,Change; the economy.
403990,Lesser of the two evils
403991,
403993,
403994,good man
403999,
404001,Strong
404002,he knows the middle class is suffering financially
404004,
404007,
404009,"Not a politician, has had actual business experience"
404011,Non-political family
404016,
404017,he is to volitile
404020,
404021,
404025,
404026,Honest and trustworthy
404030,
404032,Claims to bring work back to this country
404037,"tax rates, term limits, renegotiating foreign trade"
404038,
404039,views on taxes and illegal immigrants
404042,No knowledge of issues
404043,
404045,
404047,
404048,
404050,IMMIGRATION
404051,
404055,
404057,too aggrssive
404058,
404060,He is offensive
404061,
404066,
404071,
404072,
404075,We need someone who can get business done.
404076,
404077,
404081,Need for a change in our government
404082,he is not clinton
404084,Change from democrats
404087,
404090,Because they don't want him in Washington
404092,He's no nonsense
404097,
404098,Republican
404101,
404105,I feel he is a better choice than Hillary
404106,business oriented
404108,Buisness backround
404111,
404112,
404113,
404121,"Not a politician, strong business man"
404124,
404125,change
404127,not a career politician
404129,
404130,Keeping illegal imigrants.
404131,
404137,
404143,
404147,
404149,tough
404150,
404151,
404154,
404158,
404163,
404168,
404169,
404174,
404176,
404182,He is not a career politician.
404184,business experience
404189,he is a buisness man
404191,
404192,
404200,
404201,
404207,
404220,promise to bringing coal mining back
404221,Wants to make america better
404224,"The economy, terrorism.respect for America"
404225,is not a typical politician
404229,
404230,
404232,
404236,To Make America Strong
404238,He is not Clinton
404239,
404240,
404241,
404245,his moral standers
404248,Not a career politition
404249,He will make smart decisions
404250,Not Hillary
404252,"He isn't concerned about being PC, but doing what is right."
404260,Business Decisions
404263,
404264,
404266,
404268,
404269,Everything
404275,
404277,
404278,
404279,He is less socialist
404281,he is an outsider
404282,
404285,
404286,
404291,
404293,
404294,
404298,Takes  too much takin
404300,
404301,
404304,
404307,
404311,immagration
404319,He has a good understanding about how the economy works
404321,
404322,
404323,
404324,Republican
404327,"New ideas, business minded, but don't like his personality"
404330,
404331,Business experience
404334,
404336,Trump is the only alternative to Clinton
404337,Good for Business & solid faily values
404338,
404339,
404343,
404348,A Business Man.
404351,Not a career politician
404353,
404354,
404358,
404359,
404360,
404362,
404364,
404365,
404369,
404373,Immunization
